y,a,c02,c03,c04,c05,c06,c07,n01,n02,n03,n04
0,0,0,2,0,0,1,0,1,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
1,1,5,1,0,0,1,0,1,0,73,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,2,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,1,0,1,0,197,0
1,1,0,0,1,0,0,0,2,0,0,0
0,1,4,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0,0,0
1,0,2,0,1,0,1,0,1,0,0,0
1,0,0,2,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,2,0,0,0
1,0,1,0,1,0,0,0,1,0,0,0
1,0,3,0,1,0,1,0,0,0,26,0
0,0,0,2,1,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
0,0,4,2,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,9,0
0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,1,0,0,0,9,0
0,1,1,0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0,51,0
0,0,0,0,1,0,1,0,2,0,0,0
0,1,0,1,1,0,0,0,1,0,0,0
0,0,0,0,1,0,1,0,0,0,95,0
0,0,1,1,1,0,0,0,1,0,0,0
1,0,0,2,1,0,0,0,0,0,52,0
0,0,3,0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,0,0,7,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,1,0,31,0
1,1,1,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
1,0,1,1,0,0,1,0,3,0,0,0
0,0,1,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,14,0,0
0,1,1,0,0,0,0,0,3,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,99,0
1,0,0,1,0,0,1,0,1,3,464,0
0,0,0,2,0,0,0,0,0,0,88,0
0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,0,0,0,0
0,0,0,2,1,0,1,0,0,0,37,0
0,0,0,2,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,2,1,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,28,0
0,0,3,1,0,0,0,0,3,0,0,0
0,0,0,2,0,0,1,0,1,0,11,0
0,0,1,1,1,0,0,0,2,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,6,0
0,0,0,1,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,2,0,628,0
1,1,2,0,0,1,0,0,1,0,0,117
0,0,0,2,0,0,1,1,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,1,1,3,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,2,23,137,0
0,0,0,1,0,0,1,0,1,23,32,0
0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,7,0
0,0,3,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,1,0,1,0
1,0,0,2,0,0,0,0,0,0,234,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,1,2,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,5,1,1,0,1,1,2,0,194,0
0,1,0,0,0,0,0,0,0,0,24,0
1,0,0,1,0,0,1,0,3,554,195,0
1,0,1,1,0,0,0,0,2,0,0,0
0,0,0,1,1,0,0,0,0,0,2,0
0,0,0,2,0,0,0,0,1,0,0,0
1,0,0,0,1,0,1,0,1,0,0,0
1,0,2,2,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,54,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,2,0,47,0
0,0,0,0,0,0,1,0,0,0,24,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,237,0
0,0,3,2,0,0,1,0,2,0,0,0
1,0,2,2,0,1,1,0,1,0,0,622
1,1,2,2,0,0,1,0,0,0,52,0
0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,2,0,34,0
0,0,0,2,0,0,1,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
1,1,3,2,0,1,0,0,2,0,34,0
0,0,0,0,1,0,0,0,0,0,84,0
1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2,0,0,1,0,0,0,0,0
1,1,0,1,1,0,1,0,2,174,844,0
0,0,2,2,0,0,0,0,1,0,94,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,2,1,0,0,0,0,0,4,0
1,0,1,2,0,0,1,0,0,0,0,0
0,0,0,2,1,0,0,0,1,0,0,0
1,1,0,0,1,0,1,0,1,486,54,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,46,0
0,0,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,246,0
0,1,0,1,0,0,1,1,2,37,547,0
0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,0,0,0,0,0,3,0,35,0
0,0,0,2,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,3,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0
1,1,0,0,0,1,1,0,2,0,0,387
0,1,1,1,0,0,0,0,2,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,2,0,90,0
0,0,0,0,1,0,1,1,1,0,229,0
0,0,0,0,0,0,0,0,1,0,96,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,3,0,5,0
0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,2,1,0,0,0,0,0,55,0
0,0,0,0,1,0,0,0,0,0,3,0
0,0,1,2,1,0,0,0,0,0,0,0
0,0,2,2,1,0,0,0,2,0,135,0
0,0,0,2,0,0,1,1,1,0,17,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,14,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,2,0,0,1,0,1,0,38,0
0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,2,1,0,1,0,1,0,91,0
0,1,0,1,1,0,0,0,2,18,105,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,0,7,106,0
0,1,0,2,0,0,0,0,1,0,0,0
0,1,0,1,0,0,0,0,2,0,35,0
0,0,0,2,1,0,0,0,1,0,376,0
0,0,0,2,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,0,0,2,0,3,0
0,0,2,0,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,2,0,359,0
1,1,0,2,1,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,3,0,0,0
0,0,0,2,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,2,0,0,0,0,1,0,342,0
1,0,0,0,0,0,1,0,1,0,119,0
0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,0,85,0
1,1,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,28,0
1,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,3,0,0,0
0,0,0,1,0,0,0,0,2,0,18,0
1,0,0,2,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,142,0
1,0,0,2,1,0,0,0,0,0,0,0
0,0,3,1,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0
1,1,5,1,1,1,1,1,1,0,104,344
1,0,0,2,0,0,0,0,0,0,0,0
1,1,4,2,0,0,1,0,1,0,43,0
0,0,0,2,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,25,0
1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,3,0,33,263
0,1,1,0,1,0,1,0,0,0,0,0
0,1,1,0,1,0,0,0,2,0,0,0
1,0,0,1,0,0,1,0,2,208,0,0
1,1,3,0,0,0,1,0,2,0,211,0
0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
1,0,2,1,0,0,1,0,1,73,426,0
0,0,0,0,1,0,1,0,1,0,2,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,8,0
1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,5,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,3,0,0,0
1,1,3,2,0,0,0,0,3,11,278,0
1,0,1,0,1,0,0,0,1,0,0,0
0,0,1,2,0,0,0,0,1,0,21,0
0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,0,0,0,0
1,0,2,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
1,1,2,0,0,1,1,1,3,0,0,334
0,0,0,1,1,0,0,0,1,0,0,0
1,1,0,0,1,0,0,0,1,0,0,0
0,1,0,2,1,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,3,0
1,1,0,0,0,0,1,0,0,345,0,0
0,0,4,2,0,0,0,0,3,0,180,0
0,0,0,2,1,0,0,0,0,0,0,0
1,1,3,0,0,0,0,0,2,0,198,0
1,1,3,0,0,0,1,0,3,0,184,0
0,0,0,0,0,0,0,0,0,0,46,0
0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0,45,196
0,0,0,1,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,1,1,0,374,0
0,1,2,1,0,0,1,0,2,0,41,0
0,1,0,2,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,185,0
0,0,0,0,0,0,1,1,1,0,19,0
0,0,0,1,0,0,1,0,0,0,0,0
0,0,2,0,0,0,1,0,3,0,0,0
0,1,0,0,1,0,0,0,1,0,0,0
0,1,1,0,0,0,0,0,1,0,28,0
1,0,1,1,0,0,1,0,2,0,0,0
0,0,0,1,1,0,1,0,0,0,0,0
1,0,0,0,0,1,1,0,1,0,0,346
1,1,0,1,0,0,0,0,2,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,1,0,1,11,83,0
0,0,0,2,0,0,0,0,1,0,59,0
1,0,0,2,1,0,1,1,1,0,0,0
0,0,0,2,0,0,1,1,3,20,83,0
0,0,0,0,0,0,0,0,0,0,3,0
1,0,0,1,0,0,1,1,1,66,190,0
0,0,0,0,1,0,0,0,1,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,3,0,27,0
1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,2,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,46,0
1,1,0,2,1,0,0,0,3,0,40,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,1,0,0,1,0,3,1516,498,0
0,0,2,1,0,0,0,0,2,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0
0,1,1,2,0,0,1,0,1,54,224,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,5,0
0,0,0,0,1,0,0,0,0,0,139,0
0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,42,0
1,1,1,1,0,0,1,1,3,51,66,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0,1,0,81,0
0,0,1,0,1,0,0,0,1,0,122,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,1,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,1,0,2,0,0,460
0,0,0,2,0,0,0,0,0,18,0,0
0,1,2,2,1,0,1,0,3,0,2,0
0,1,1,0,0,1,0,0,3,0,0,0
0,0,0,2,0,0,1,0,1,0,27,0
0,0,1,1,0,0,0,0,1,0,26,0
0,0,0,1,0,0,0,0,2,0,0,0
0,0,0,1,1,0,0,0,2,0,0,0
0,1,0,0,1,0,0,0,1,0,34,0
0,0,4,1,0,0,0,0,2,0,0,0
0,0,3,0,1,0,0,0,0,0,38,0
0,0,0,0,0,0,1,0,1,0,13,0
1,0,3,0,1,1,1,0,3,0,0,406
0,0,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,3,0,36,0
0,1,0,2,0,0,0,0,0,0,34,0
0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,1,0,1,0,2,0,29,0
0,0,1,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
0,0,2,0,0,0,0,0,3,0,0,0
0,0,0,0,1,0,0,0,0,0,5,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,288,0
0,1,1,1,1,0,0,0,0,319,0,0
0,0,0,2,0,0,1,0,1,0,35,0
0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,0,0,2,0
1,0,0,0,0,0,1,0,1,0,308,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,15,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,85,0
0,0,0,2,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0
0,1,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0,0,0,1,0,3,0,272,0
1,0,0,1,1,1,1,1,3,951,98,109
0,0,0,0,1,0,0,0,0,0,4,0
1,0,0,0,0,0,0,0,0,0,124,0
1,0,1,1,1,0,1,0,3,32,51,145
1,1,0,2,0,1,1,0,2,0,51,59
0,0,0,0,0,0,0,0,1,0,74,0
0,0,0,0,1,0,1,0,0,0,0,0
1,1,0,2,0,0,0,0,1,0,507,0
0,0,0,0,1,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,84,0
1,0,1,2,1,0,0,0,0,0,0,0
1,0,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,77,0
0,0,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,2,0,0,0,0,3,0,44,0
0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,1,0,177,0
0,0,3,2,0,0,0,0,1,0,36,0
0,0,0,1,0,0,1,0,0,0,0,0
1,0,2,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,2,0,9,0
1,1,2,2,0,0,1,0,2,0,0,0
1,0,0,2,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,3,0,0,0
1,0,0,2,0,0,1,0,0,0,79,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,2,0,0,0,0,0,0,348,0
0,0,1,0,0,0,0,0,0,0,0,0
0,1,3,0,0,0,1,0,2,0,0,0
0,0,1,0,1,0,0,0,0,2,0,0
0,1,0,2,1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0,0,25,0
0,0,0,2,1,0,1,0,0,0,0,0
0,0,2,0,1,0,0,0,0,0,43,0
1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,18,0
0,1,0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,3,0,0,0
0,1,0,0,0,0,0,0,1,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,2,0,0,0,0,1,0,0,0
0,1,0,0,1,0,1,0,1,0,41,0
0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,2,0,0,1,0,0,0,18,0
0,0,4,0,0,0,0,0,0,0,0,0
1,0,4,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,3,318,977,0
0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,12,0
0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,2,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
1,1,0,2,0,0,1,0,1,0,136,0
0,0,1,0,1,0,0,0,2,0,3,0
1,1,1,2,1,0,0,0,1,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,21,0
1,1,0,0,0,0,1,0,0,0,694,0
1,0,1,0,1,1,0,0,1,0,0,256
1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,2,1,0,1,1,1,0,19,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,0,0
1,0,0,2,1,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,2,0,0,0,0,0,0,370,0
0,0,0,2,0,0,0,0,0,0,0,0
1,0,0,2,0,0,0,0,1,0,227,0
0,0,5,1,0,0,0,0,1,0,97,0
0,0,1,0,1,0,0,0,0,0,229,0
1,0,1,1,0,0,1,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0,2,0,45,0
0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,2,1,0,0,0,0,0,337,0
0,0,0,2,0,0,0,0,0,0,0,0
0,1,2,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,308,0
0,0,0,2,0,0,0,0,0,0,0,0
1,0,0,2,0,0,1,0,1,0,58,0
0,0,0,1,0,0,0,0,0,0,60,0
1,1,2,0,0,0,1,0,1,0,114,0
0,0,0,1,1,0,1,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,91,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0
0,0,2,0,1,0,1,0,0,0,0,0
1,0,4,0,0,0,0,0,1,0,99,0
1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,0,40,0
1,0,0,1,0,0,1,0,1,0,46,0
0,0,1,0,0,0,0,0,2,0,0,0
0,0,1,0,1,0,0,0,3,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,47,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,1,0,2,0,475,0
0,0,0,1,1,0,0,0,1,12,23,0
0,0,0,0,0,0,0,0,0,0,4,0
1,1,1,0,0,0,0,0,3,72,154,0
1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,216,0
0,0,0,2,0,0,0,0,1,2,713,0
0,0,0,1,1,0,0,0,1,0,28,0
1,0,2,1,0,0,1,0,3,0,473,0
0,0,0,1,0,0,0,0,3,0,0,0
1,1,0,0,0,0,0,0,3,0,0,0
1,0,0,0,1,0,1,1,1,0,31,0
0,1,1,1,1,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,2,0,26,0
0,0,0,2,0,0,1,0,0,0,0,0
1,0,0,2,1,0,1,0,0,16,268,0
1,0,0,0,0,0,1,1,2,0,23,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,2,0,0,0,0,1,0,0,0
0,0,0,1,0,0,1,1,0,0,10,0
1,1,0,1,0,0,1,0,2,35,106,0
1,1,0,2,0,0,0,0,3,0,0,0
0,0,0,1,0,0,1,0,1,0,289,0
0,0,2,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,1,0,1,0,107,0
0,0,0,2,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,0,123,0,0
1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,8,0
0,1,3,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,1,0,5,0
0,0,0,2,0,0,0,0,1,0,84,0
0,0,0,2,1,0,0,0,0,0,16,0
0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,3,74,0,0
0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,2,0,62,0
0,1,4,1,0,0,0,0,0,0,0,0
1,1,0,2,0,0,0,0,1,0,66,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,1,0,0,0,1,0,2,0,141,0
0,0,0,2,1,0,0,0,0,0,15,0
0,0,5,1,1,0,0,0,0,0,203,0
0,0,0,1,1,0,1,1,1,28,50,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,2,1,0,0,1,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,2,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,1,0,0,0,0,0,0,0
1,1,0,0,0,1,1,0,3,0,396,520
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,10,0
0,0,0,2,1,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,0,1,0,3,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,2,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,37,0
0,1,2,0,0,0,0,0,3,0,0,0
0,0,0,2,0,0,0,0,0,0,24,0
0,0,0,1,0,0,0,0,1,0,38,0
0,0,0,2,1,0,0,0,0,0,0,0
1,0,5,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,0,0,0
0,0,5,2,1,0,0,0,1,0,0,0
1,0,2,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,35,0
1,0,1,2,0,1,1,0,2,0,95,1293
0,0,1,0,1,0,1,0,1,0,65,0
1,1,2,2,1,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,1,0,456,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,1,0,80,0
1,0,0,1,1,0,0,0,1,0,0,0
